date,close,open,high,low,volume,perct_change
2023-08-21,360.0,360.0,360.0,360.0,18124.000000000007,0.0
2023-08-18,360.0,349.9,360.0,360.0,2590000.0,2.89
2023-08-17,349.9,349.9,349.9,349.9,238010.0,0.0
2023-08-16,349.9,349.9,349.9,349.9,848120.0,0.0
2023-08-15,349.9,349.9,349.9,349.9,185980.0,0.0
2023-08-14,349.9,349.9,349.9,349.9,18124.000000000007,0.0
2023-08-11,349.9,349.9,349.9,349.9,35640.0,0.0
2023-08-10,349.9,320.0,349.9,349.9,565970.0,9.34
2023-08-09,320.0,352.0,320.0,320.0,174230.0,-9.09
2023-08-08,352.0,352.0,352.0,352.0,848650.0,0.0
2023-08-07,352.0,352.0,352.0,352.0,282940.0,0.0
2023-08-04,352.0,352.0,352.0,352.0,121150.0,0.0
2023-08-03,352.0,352.0,352.0,352.0,335080.0,0.0
2023-08-02,352.0,352.0,352.0,352.0,443930.0,0.0
2023-08-01,352.0,352.0,352.0,352.0,353470.0,0.0
2023-07-31,352.0,352.0,352.0,352.0,28660.0,0.0
2023-07-28,352.0,352.0,352.0,352.0,91780.0,0.0
2023-07-27,352.0,352.0,352.0,352.0,427490.0,0.0
2023-07-26,352.0,352.0,352.0,352.0,102380.0,0.0
2023-07-25,352.0,352.0,352.0,352.0,433060.0,0.0
2023-07-24,352.0,352.0,352.0,352.0,221970.0,0.0
2023-07-21,352.0,352.0,352.0,352.0,64420.0,0.0
2023-07-20,352.0,352.0,352.0,352.0,156730.0,0.0
2023-07-19,352.0,352.0,352.0,352.0,105020.0,0.0
2023-07-18,352.0,330.0,352.0,330.0,4000000.0,6.67
2023-07-17,330.0,335.0,340.0,329.5,4000000.0,-1.49
2023-07-14,335.0,326.0,335.0,330.0,1210000.0,2.76
2023-07-13,326.0,326.0,326.0,326.0,956860.0,0.0
2023-07-12,326.0,360.7,326.0,326.0,2310000.0,-9.62
2023-07-11,360.7,330.1,360.7,360.7,1560000.0,9.27
2023-07-10,330.1,330.1,330.1,330.1,4000000.0,10.0
2023-07-07,300.1,290.0,300.1,290.0,3090000.0,3.48
2023-07-06,290.0,285.0,290.0,290.0,1010000.0,1.75
2023-07-05,285.0,285.0,285.0,285.0,826510.0,0.0
2023-07-04,285.0,285.0,285.0,285.0,2270000.0,0.0
2023-07-03,285.0,285.0,285.0,285.0,430640.0,0.0
2023-06-30,285.0,287.5,285.0,285.0,603670.0,-0.87
2023-06-27,287.5,287.5,287.5,287.5,502880.0,0.0
2023-06-26,287.5,287.5,287.5,287.5,232860.0,0.0
2023-06-23,287.5,287.5,287.5,287.5,233070.0,0.0
2023-06-22,287.5,287.5,287.5,287.5,205710.0,0.0
2023-06-21,287.5,287.3,287.5,287.5,1670000.0,0.07
2023-06-20,287.3,286.9,287.3,287.3,2260000.0,0.14
2023-06-19,286.9,284.0,286.9,283.9,4000000.0,1.02
2023-06-16,284.0,284.0,284.0,284.0,256589.99999999997,0.0
2023-06-15,284.0,284.0,284.0,284.0,639670.0,0.0
2023-06-14,284.0,286.8,284.0,284.0,2240000.0,-0.98
2023-06-13,286.8,283.0,286.8,286.8,1040000.0,1.34
2023-06-09,283.0,286.0,283.0,283.0,1410000.0,-1.05
2023-06-08,286.0,290.0,286.0,272.9,735600.0,-1.38
2023-06-07,290.0,290.0,290.0,290.0,515980.0,0.0
2023-06-06,290.0,290.0,290.0,290.0,301210.0,0.0
2023-06-05,290.0,290.0,290.0,290.0,150510.0,0.0
2023-06-02,290.0,290.0,290.0,290.0,476490.0,0.0
2023-06-01,290.0,290.0,290.0,290.0,772370.0,0.0
2023-05-31,290.0,290.0,290.0,290.0,346510.0,0.0
2023-05-30,290.0,270.0,290.0,270.0,2770000.0,7.41
2023-05-26,270.0,270.0,270.0,270.0,260010.0,0.0
2023-05-25,270.0,270.0,270.0,270.0,386110.0,0.0
2023-05-24,270.0,270.0,270.0,270.0,81350.0,0.0
2023-05-23,270.0,270.0,270.0,270.0,710460.0,0.0
2023-05-22,270.0,270.0,270.0,270.0,89240.0,0.0
2023-05-19,270.0,270.0,270.0,270.0,63920.0,0.0
2023-05-18,270.0,270.0,270.0,270.0,21560.0,0.0
2023-05-17,270.0,270.0,270.0,270.0,212980.0,0.0
2023-05-16,270.0,270.0,270.0,270.0,114440.0,0.0
2023-05-15,270.0,270.0,270.0,270.0,51780.0,0.0
2023-05-12,270.0,270.0,270.0,270.0,166260.0,0.0
2023-05-11,270.0,270.0,270.0,270.0,96730.0,0.0
2023-05-10,270.0,270.0,270.0,270.0,120210.0,0.0
2023-05-09,270.0,270.0,270.0,270.0,771630.0,0.0
2023-05-08,270.0,270.0,270.0,270.0,286010.0,0.0
2023-05-05,270.0,270.0,270.0,270.0,52590.0,0.0
2023-05-04,270.0,270.0,270.0,270.0,62930.0,0.0
2023-05-03,270.0,270.0,270.0,270.0,559210.0,0.0
2023-05-02,270.0,270.0,270.0,270.0,1020000.0,0.0
2023-04-28,270.0,270.0,270.0,270.0,1300000.0,0.0
2023-04-27,270.0,270.0,270.0,270.0,411020.0,0.0
2023-04-26,270.0,270.0,270.0,270.0,441560.0,0.0
2023-04-25,270.0,270.0,270.0,270.0,174870.0,0.0
2023-04-20,270.0,270.0,270.0,260.0,730020.0,0.0
2023-04-19,270.0,270.0,270.0,270.0,34940.0,0.0
2023-04-18,270.0,270.0,270.0,270.0,35850.0,0.0
2023-04-17,270.0,270.0,270.0,270.0,62690.0,0.0
2023-04-14,270.0,270.0,270.0,270.0,84520.0,0.0
2023-04-13,270.0,270.0,270.0,270.0,92810.0,0.0
2023-04-12,270.0,270.0,270.0,270.0,235240.0,0.0
2023-04-11,270.0,270.0,270.0,270.0,89760.0,0.0
2023-04-06,270.0,270.0,270.0,270.0,138850.0,0.0
2023-04-05,270.0,270.0,270.0,270.0,79200.0,0.0
2023-04-04,270.0,270.0,270.0,270.0,1030000.0,0.0
2023-04-03,270.0,270.0,270.0,270.0,69400.0,0.0
2023-03-31,270.0,270.0,270.0,270.0,103170.0,-6.9
2023-03-30,290.0,290.0,290.0,290.0,93350.0,0.0
2023-03-29,290.0,276.0,290.0,290.0,213730.0,5.07
2023-03-28,276.0,288.0,276.0,276.0,488090.0,-4.17
2023-03-27,288.0,288.0,288.0,288.0,52860.0,0.0
2023-03-24,288.0,288.0,288.0,288.0,178640.0,0.0
2023-03-23,288.0,288.0,288.0,288.0,203860.0,0.0
2023-03-22,288.0,288.0,288.0,288.0,18124.000000000007,0.0
2023-03-21,288.0,288.0,288.0,288.0,70300.0,0.0
2023-03-20,288.0,288.0,288.0,288.0,628210.0,0.0
2023-03-17,288.0,288.0,288.0,288.0,22600.0,0.0
2023-03-16,288.0,288.0,288.0,288.0,25100.0,0.0
2023-03-15,288.0,288.0,288.0,288.0,542140.0,0.0
2023-03-14,288.0,288.0,288.0,288.0,373430.0,0.0
2023-03-13,288.0,288.0,288.0,288.0,82890.0,0.0
2023-03-10,288.0,288.0,288.0,288.0,112770.0,0.0
2023-03-09,288.0,285.0,288.0,288.0,666030.0,1.05
2023-03-08,285.0,280.0,285.0,285.0,4000000.0,1.79
2023-03-07,280.0,278.0,280.0,280.0,1210000.0,0.72
2023-03-06,278.0,278.0,278.0,278.0,383380.0,0.0
2023-03-03,278.0,278.0,278.0,278.0,184480.0,0.0
2023-03-02,278.0,278.0,278.0,278.0,187210.0,0.0
2023-03-01,278.0,278.0,278.0,278.0,553540.0,0.0
2023-02-28,278.0,272.0,278.0,272.1,4000000.0,2.21
2023-02-27,272.0,272.0,272.0,272.0,422570.0,0.0
2023-02-24,272.0,270.0,272.0,272.0,251780.0,0.74
2023-02-23,270.0,270.0,270.0,270.0,638540.0,0.0
2023-02-22,270.0,270.0,270.0,270.0,39340.0,0.0
2023-02-21,270.0,270.0,270.0,270.0,285510.0,0.0
2023-02-20,270.0,270.0,270.0,270.0,18124.000000000007,0.0
2023-02-17,270.0,270.0,270.0,270.0,1020000.0,0.0
2023-02-16,270.0,270.0,270.0,270.0,4000000.0,0.0
2023-02-15,270.0,270.0,270.0,270.0,47670.0,0.0
2023-02-14,270.0,270.0,270.0,270.0,24260.0,0.0
2023-02-13,270.0,270.0,270.0,270.0,3010000.0,0.0
2023-02-10,270.0,270.0,270.0,270.0,18124.000000000007,0.0
2023-02-09,270.0,270.0,270.0,270.0,166420.0,0.0
2023-02-08,270.0,265.0,270.0,270.0,203390.0,1.89
2023-02-07,265.0,266.9,265.0,265.0,1170000.0,-0.71
2023-02-06,266.9,266.9,266.9,266.9,41460.0,0.0
2023-02-03,266.9,266.9,266.9,266.9,18730.0,0.0
2023-02-02,266.9,266.9,266.9,266.9,21850.0,0.0
2023-02-01,266.9,266.9,266.9,266.9,78770.0,0.0
2023-01-31,266.9,266.9,266.9,266.9,196450.0,0.0
2023-01-30,266.9,266.9,266.9,266.9,105380.0,0.0
2023-01-27,266.9,266.9,266.9,266.9,90330.0,0.0
2023-01-26,266.9,266.9,266.9,266.9,25910.0,0.0
2023-01-25,266.9,266.9,266.9,266.9,94630.0,0.0
2023-01-24,266.9,265.0,266.9,266.9,291100.0,0.72
2023-01-23,265.0,265.0,265.0,265.0,84850.0,0.0
2023-01-20,265.0,265.0,265.0,265.0,33220.0,0.0
2023-01-19,265.0,265.0,265.0,265.0,50700.0,0.0
2023-01-18,265.0,270.0,265.0,265.0,2110000.0,-1.85
2023-01-17,270.0,270.0,270.0,270.0,131880.0,0.0
2023-01-16,270.0,270.0,270.0,270.0,423270.0,0.0
2023-01-13,270.0,270.0,270.0,270.0,263010.0,0.0
2023-01-12,270.0,270.0,270.0,270.0,2550000.0,0.0
2023-01-11,270.0,270.0,270.0,270.0,308990.0,0.0
2023-01-10,270.0,262.0,270.0,270.0,1190000.0,3.05
2023-01-09,262.0,262.0,262.0,262.0,268560.0,0.0
2023-01-06,262.0,261.0,262.0,262.0,794650.0,0.38
2023-01-05,261.0,261.0,261.0,261.0,40890.0,0.0
2023-01-04,261.0,261.0,261.0,261.0,304870.0,0.0
2023-01-03,261.0,261.0,261.0,261.0,761870.0,0.0
2022-12-30,261.0,261.0,261.0,261.0,144130.0,0.0
2022-12-29,261.0,261.0,261.0,261.0,115480.0,0.0
2022-12-28,261.0,261.0,261.0,261.0,610540.0,0.0
2022-12-23,261.0,261.0,261.0,261.0,18124.000000000007,0.0
2022-12-22,261.0,262.3,261.0,260.0,1710000.0,-0.5
2022-12-21,262.3,262.3,262.3,262.3,227290.0,0.0
2022-12-20,262.3,262.3,262.3,262.3,111310.0,0.0
2022-12-19,262.3,262.3,262.3,262.3,54300.0,0.0
2022-12-16,262.3,262.3,262.3,262.3,40610.0,0.0
2022-12-15,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-12-14,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-12-13,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-12-12,262.3,262.3,262.3,262.3,67100.0,0.0
2022-12-09,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-12-08,262.3,262.3,262.3,262.3,34570.0,0.0
2022-12-07,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-12-06,262.3,262.3,262.3,262.3,359790.0,0.0
2022-12-05,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-12-02,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-12-01,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-11-30,262.3,262.3,262.3,262.3,30550.0,0.0
2022-11-29,262.3,262.3,262.3,262.3,119380.0,0.0
2022-11-28,262.3,262.3,262.3,262.3,18124.000000000007,0.0
2022-11-25,262.3,262.3,262.3,262.3,45480.0,0.0
2022-11-24,262.3,262.3,262.3,262.3,389530.0,0.0
2022-11-23,262.3,238.5,262.3,254.5,820190.0,9.98
2022-11-22,238.5,238.5,238.5,238.5,402720.0,0.0
2022-11-21,238.5,238.5,238.5,238.5,444440.0,0.0
2022-11-18,238.5,238.5,238.5,238.5,18124.000000000007,0.0
2022-11-17,238.5,238.5,238.5,238.5,38240.0,0.0
2022-11-16,238.5,238.5,238.5,238.5,110740.0,0.0
2022-11-15,238.5,238.5,238.5,238.5,18124.000000000007,0.0
2022-11-14,238.5,238.5,238.5,238.5,110970.0,0.0
2022-11-11,238.5,238.5,238.5,238.5,18124.000000000007,0.0
2022-11-10,238.5,221.3,238.5,238.5,557720.0,7.77
2022-11-09,221.3,220.0,240.0,221.3,1390000.0,0.59
2022-11-08,220.0,240.0,220.0,220.0,294410.0,-8.33
2022-11-07,240.0,240.0,240.0,240.0,18124.000000000007,0.0
2022-11-04,240.0,240.0,240.0,240.0,22940.0,0.0
2022-11-03,240.0,240.0,240.0,240.0,35340.0,0.0
2022-11-02,240.0,220.5,240.0,240.0,529400.0,8.84
2022-11-01,220.5,220.5,220.5,220.5,75060.0,0.0
2022-10-31,220.5,220.5,220.5,220.5,172540.0,0.0
2022-10-28,220.5,245.0,220.5,220.5,2470000.0,-10.0
2022-10-27,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-26,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-25,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-24,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-21,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-20,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-19,245.0,245.0,245.0,245.0,117180.0,0.0
2022-10-18,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-17,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-14,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-13,245.0,245.0,245.0,245.0,21400.0,0.0
2022-10-12,245.0,245.0,245.0,245.0,4000000.0,0.0
2022-10-11,245.0,245.0,245.0,245.0,21090.0,0.0
2022-10-07,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-10-06,245.0,245.0,245.0,245.0,170680.0,0.0
2022-10-05,245.0,245.0,245.0,245.0,82640.0,0.0
2022-10-04,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-30,245.0,245.0,245.0,245.0,19300.0,0.0
2022-09-29,245.0,245.0,245.0,245.0,23730.0,0.0
2022-09-28,245.0,245.0,245.0,245.0,38780.0,0.0
2022-09-27,245.0,245.0,245.0,245.0,57130.0,0.0
2022-09-26,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-23,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-22,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-21,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-20,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-19,245.0,245.0,245.0,245.0,29950.0,0.0
2022-09-16,245.0,245.0,245.0,245.0,22830.0,0.0
2022-09-15,245.0,245.0,245.0,245.0,27580.0,0.0
2022-09-14,245.0,245.0,245.0,245.0,270350.0,0.0
2022-09-13,245.0,245.0,245.0,245.0,23590.0,0.0
2022-09-12,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-09,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-08,245.0,245.0,245.0,245.0,65239.99999999999,0.0
2022-09-07,245.0,245.0,245.0,245.0,212050.0,0.0
2022-09-06,245.0,245.0,245.0,245.0,524350.0,0.0
2022-09-05,245.0,245.0,245.0,245.0,102190.0,0.0
2022-09-02,245.0,245.0,245.0,245.0,18124.000000000007,0.0
2022-09-01,245.0,245.0,245.0,245.0,92930.0,0.0
2022-08-31,245.0,245.0,245.0,245.0,27410.0,0.0
2022-08-30,245.0,245.0,245.0,245.0,603310.0,0.0
2022-08-29,245.0,245.0,245.0,245.0,231020.0,0.0
2022-08-26,245.0,245.0,245.0,245.0,39940.0,0.0
2022-08-25,245.0,245.0,245.0,245.0,531390.0,0.0
2022-08-24,245.0,245.0,245.0,245.0,41060.0,0.0
2022-08-23,245.0,258.8,245.0,245.0,2720000.0,-5.33
2022-08-22,258.8,258.8,258.8,258.8,413410.0,0.0
2022-08-19,258.8,258.8,258.8,258.8,18124.000000000007,0.0
2022-08-18,258.8,258.8,258.8,258.8,470910.0,0.0
2022-08-17,258.8,258.8,258.8,258.8,126680.0,0.0
2022-08-16,258.8,258.8,258.8,258.8,18124.000000000007,0.0
2022-08-15,258.8,258.8,258.8,258.8,19270.0,0.0
2022-08-12,258.8,265.0,258.8,258.8,350530.0,-2.34
2022-08-11,265.0,265.0,265.0,265.0,30640.0,0.0
2022-08-10,265.0,241.0,265.0,260.0,961580.0,9.96
2022-08-09,241.0,265.0,241.0,241.0,327600.0,-9.06
2022-08-08,265.0,265.0,265.0,265.0,57190.0,0.0
2022-08-05,265.0,265.0,265.0,265.0,21500.0,0.0
2022-08-04,265.0,265.0,265.0,265.0,168030.0,0.0
2022-08-03,265.0,265.0,265.0,265.0,26240.0,0.0
2022-08-02,265.0,265.0,265.0,265.0,199980.0,0.0
2022-08-01,265.0,265.0,265.0,265.0,28200.0,0.0
2022-07-29,265.0,265.0,265.0,265.0,45110.0,0.0
2022-07-28,265.0,265.0,265.0,265.0,80180.0,0.0
2022-07-27,265.0,265.0,265.0,265.0,873860.0,0.0
2022-07-26,265.0,265.0,265.0,265.0,78470.0,0.0
2022-07-25,265.0,265.0,265.0,265.0,92580.0,0.0
2022-07-22,265.0,265.0,265.0,265.0,117630.0,0.0
2022-07-21,265.0,265.0,265.0,265.0,82010.0,0.0
2022-07-20,265.0,265.0,265.0,265.0,325420.0,0.0
2022-07-19,265.0,265.0,265.0,265.0,168850.0,0.0
2022-07-18,265.0,265.0,265.0,265.0,250270.0,0.0
2022-07-15,265.0,275.0,265.0,265.0,2650000.0,-3.64
2022-07-14,275.0,275.0,275.0,275.0,133530.0,0.0
2022-07-13,275.0,275.0,275.0,275.0,151630.0,0.0
2022-07-08,275.0,275.0,275.0,275.0,232910.0,0.0
2022-07-07,275.0,275.0,275.0,275.0,477420.0,0.0
2022-07-06,275.0,275.0,275.0,275.0,296950.0,0.0
2022-07-05,275.0,275.0,275.0,275.0,83740.0,0.0
2022-07-04,275.0,275.0,275.0,275.0,44320.0,0.0
2022-07-01,275.0,275.0,275.0,275.0,48780.0,0.0
2022-06-30,275.0,275.0,275.0,275.0,36490.0,0.0
2022-06-29,275.0,275.0,275.0,275.0,122190.0,0.0
2022-06-28,275.0,275.0,275.0,275.0,51580.0,0.0
2022-06-27,275.0,275.0,275.0,275.0,74960.0,0.0
2022-06-24,275.0,275.0,275.0,275.0,63090.0,0.0
2022-06-23,275.0,275.0,275.0,275.0,547340.0,0.0
2022-06-22,275.0,270.0,275.0,275.0,800590.0,1.85
2022-06-21,270.0,249.3,270.0,270.0,903700.0,8.3
2022-06-20,249.3,277.0,249.3,249.3,460030.0,-10.0
2022-06-17,277.0,277.0,277.0,277.0,119770.0,0.0
2022-06-16,277.0,277.0,277.0,277.0,41910.0,0.0
2022-06-15,277.0,277.0,277.0,277.0,335350.0,0.0
2022-06-14,277.0,277.0,277.0,277.0,63890.0,0.0
2022-06-10,277.0,277.0,277.0,277.0,26050.0,0.0
2022-06-09,277.0,277.0,277.0,277.0,87380.0,0.0
2022-06-08,277.0,277.0,277.0,277.0,124770.0,0.0
2022-06-07,277.0,277.0,277.0,277.0,24550.0,0.0
2022-06-06,277.0,277.0,277.0,277.0,561070.0,0.0
2022-06-03,277.0,277.0,277.0,277.0,303500.0,0.0
2022-06-02,277.0,277.0,277.0,277.0,693840.0,0.0
2022-06-01,277.0,277.0,277.0,277.0,208670.0,0.0
2022-05-31,277.0,277.0,277.0,277.0,152690.0,-6.73
2022-05-30,297.0,297.0,297.0,297.0,180580.0,0.0
2022-05-27,297.0,297.0,297.0,297.0,309270.0,0.0
2022-05-26,297.0,297.0,297.0,297.0,863620.0,0.0
2022-05-25,297.0,297.0,297.0,297.0,193580.0,0.0
2022-05-24,297.0,300.0,297.0,297.0,1200000.0,-1.0
2022-05-23,300.0,300.0,300.0,300.0,226650.0,0.0
2022-05-20,300.0,300.0,300.0,300.0,251790.0,0.0
2022-05-19,300.0,300.0,300.0,300.0,88920.0,0.0
2022-05-18,300.0,300.0,300.0,300.0,160560.0,0.0
2022-05-17,300.0,300.0,300.0,300.0,324020.0,0.0
2022-05-16,300.0,300.0,300.0,300.0,225480.0,0.0
2022-05-13,300.0,300.0,300.0,300.0,340950.0,0.0
2022-05-12,300.0,300.0,300.0,300.0,1710000.0,0.0
2022-05-11,300.0,292.4,300.0,300.0,3800000.0,2.6
2022-05-10,292.4,292.4,292.4,292.4,85780.0,0.0
2022-05-09,292.4,292.4,292.4,292.4,403640.0,0.0
2022-05-06,292.4,292.4,292.4,292.4,234200.0,0.0
2022-05-05,292.4,292.4,292.4,292.4,406840.0,0.0
2022-05-04,292.4,292.4,299.3,292.4,1090000.0,0.0
2022-04-29,292.4,285.8,292.4,292.4,604830.0,2.31
2022-04-28,285.8,285.8,285.8,285.8,97250.0,0.0
2022-04-27,285.8,285.8,285.8,285.8,31910.0,0.0
2022-04-26,285.8,285.8,285.8,285.8,204680.0,0.0
2022-04-25,285.8,285.4,285.8,285.8,302930.0,0.14
2022-04-22,285.4,285.4,285.4,285.4,306630.0,0.0
2022-04-21,285.4,285.4,285.4,285.4,159000.0,0.0
2022-04-20,285.4,280.0,285.4,285.4,465160.0,1.93
2022-04-19,280.0,280.0,280.0,280.0,282750.0,0.0
2022-04-14,280.0,273.5,280.0,280.0,467430.0,2.38
2022-04-13,273.5,273.5,273.5,273.5,203810.0,0.0
2022-04-12,273.5,273.5,273.5,273.5,154550.0,0.0
2022-04-11,273.5,273.5,273.5,273.5,335690.0,0.0
2022-04-08,273.5,273.5,273.5,273.5,184660.0,0.0
2022-04-07,273.5,273.5,273.5,273.5,90700.0,0.0
2022-04-06,273.5,273.5,273.5,273.5,74310.0,0.0
2022-04-05,273.5,273.5,273.5,273.5,49060.0,0.0
